Nº BO,Tipo Registro,Data,Hora,Tipo de BO,Natureza / Crime,Endereço,Município,UF,Nº Presos,Nº Apreensões s/ Prisão,Drogas TOTAL (kg),Cocaína/CH (kg),Pasta Base (kg),Maconha (kg),Crack (kg),Óxi (kg),Metanfetamina (kg),Ecstasy (comprimidos),Armas Apreend.,Munições Apreend.,Veículos Apreend.,Gasolina Boliviana (L),Diesel Boliviano (L),GLP (botijas),Cigarros (maços),Madeira Apreendida (m³),Desc. Celulares (un.),Desc. Roupas (un.),Mercadorias Descaminho (R$),Eletrônicos (un.),Embarcações (un.),Motor de Popa (un.),Ouro (g),Animais/Pescado (R$),Folha de Coca (kg),Dinheiro (R$),Meio,Ambiente,Destino dos Envolvidos,Latitude,Longitude,Descrição Resumida,Nacionalidade, Prejuízo Estimado (R$), Valor Estimado Descaminho (R$), Valor Estimado Veículos (R$), Multa (R$),Operação
3329902555,BO,07/08/2026,19:41:03,PA,CUMPRIMENTO DE MANDADO DE PRISÃO DE PESSOA MAIOR,,Alta Floresta D'Oeste,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Via pública,,"-11,9270804","-62,0097442",,Brasileira,0, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3343900314,BO,07/08/2026,17:38:50,PA,TRÁFICO DE DROGAS,,Ariquemes,RO,1,0,"0,366","0,366",0,0,0,0,0,0,0,0,0,0,0,2,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,"4531,2",Terrestre,Residência,,"-9,9215051","-63,0151135",,Brasileira,"32581,2", R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3343900312,BO,06/08/2026,18:57:22,PA,CUMPRIMENTO DE MANDADO DE PRISÃO DE PESSOA MAIOR / MANDADO DE RECAPTURA,,Ariquemes,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,10,Terrestre,Residência,,"-9,9349408","-63,0203437",,Brasileira,10, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3381200209,PA,05/08/2026,19:27:52,PA,CUMPRIMENTO DE MANDADO DE PRISÃO DE PESSOA MAIOR,,Ariquemes,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Residência,,"-9,908159","-63,038044",,Brasileira,0, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3307000837,BO,02/08/2026,19:41:53,PA,ADULTERAÇÃO DE SINAL IDENTIFICADOR DE VEÍCULO AUTOMOTOR,,Porto Velho,RO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Via pública,,"-8,7624146","-63,819629",,Brasileira,9000, R$  -   ," R$  9.000,00 ", R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3283700771,COP,02/08/2026,19:23:32,BO,PESCA EM LOCAL PROIBIDO / INTERDITADO POR ORGAO COMPETENTE (ART. 34 DA LEI 9.605/98) / USO DE PETRECHO DE PESCA PROIBIDO / APREENSAO DE ARTEFATOS EXPLOSIVOS ARTESANAIS,,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,1,1,0,0,0,0,Fluvial,"Área fluvial (Rio Madeira, entorno da UHE Santo Antônio)",,"-8,797132","-63,949703",,Brasileira,30000, R$  -   ," R$  30.000,00 ", R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3287900724,PA,30/07/2026,14:10:08,PA,"CUMPRIMENTO DE MANDADO DE PRISAO DE PESSOA MAIOR / FURTO QUALIFICADO (ART. 155, §4º, CP)",,Jaru,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Estabelecimento comercial (hotel),,"-10,428056","-62,475278",,Brasileira,0, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3381100056,BO,30/07/2026,22:16:37,PA,TRÁFICO DE DROGAS / DESOBEDIÊNCIA,,Machadinho D'Oeste,RO,2,0,"0,001",0,0,"0,001",0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,1629,Terrestre,Residência,,"-9,423025","-61,99125",,Brasileira,1634, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3284800434,COP,29/07/2026,9:02:56,COP,Descaminho (art. 334 do Código Penal),,Porto Velho,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",2,0,0,0,"R$ 0,00",0,"R$ 0,00",Fluvial,Zona rural,,"-9,94687","-66,666124",,Internacional," R$  783.400,00 "," R$  723.400,00 "," R$  60.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3279401497,BO,29/07/2026,20:50:30,PA,"Art. 121 do CP - Homicídio Doloso (Tentado) / Lei 10.826/03, Art. 14 - Porte ilegal de arma de fogo de uso permitido / Art. 329 do CP - Resistência / Art. 330 do CP - Desobediência / Art. 180 do CP - Receptação / Art. 309 do CTB - Direção Perigosa",,Porto Velho,RO,1,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Via pública,,"-8,778612","-63,855716",,Brasileira," R$  20.500,00 ", R$  -   ," R$  15.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
982570,COP,29/07/2026,18:54:44,PA,TENTATIVA DE HOMICÍDIO / AMEAÇA / RESISTÊNCIA,,Machadinho D'Oeste,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Residência,,"-9,4201866","-61,9901175",,Brasileira,0, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3284600912,PA,28/07/2026,15:15:21,PA,Recaptura de Foragido / Cumprimento de Mandado de Prisão (art. 33 da Lei 11.343/2006),,Guajará-Mirim,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00",0,Terrestre,Via pública,,"-10,793232","-65,347241",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3381100053,BO,28/07/2026,06:08:34,PA,RECAPTURA DE FORAGIDO / POSSE IRREGULAR DE ARMA DE FOGO DE USO PERMITIDO / POSSE IRREGULAR DE MUNIÇÃO DE USO PERMITIDO,,Alto Paraíso,RO,1,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Zona rural,,"-9,614774","-63,731796",,Brasileira,5500, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3374900096,COP,27/07/2026,12:05:25,COP,Contrabando (art. 334-A do CP),,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Via pública,,"-10,792879","-65,346672",,Internacional," R$  40.000,00 "," R$  40.000,00 ", R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3349700860,COP,27/07/2026,17:39:08,COP,"CRIME CONTRA A FAUNA (LEI 9.605/98, ART. 29, §1º, I - IMPEDIR A PROCRIACAO DA FAUNA)",,Machadinho D'Oeste,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Zona rural,,"-8,9707279","-62,1219725",,Brasileira,0, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3258601104,TCO,26/07/2026,15:37:41,TCO,"TRANSPORTE DE MADEIRA SEM LICENÇA VÁLIDA (LEI 9605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","26,1989",0,0,0,0,0,0,0,0,0,0,Terrestre,Rodovia,,"-9,66196","-65,770775",,Brasileira," R$  289.298,35 ", R$  -   ," R$  250.000,00 ", R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3258601100,BO,25/07/2026,17:11:37,PA,RECAPTURA DE FORAGIDO / CUMPRIMENTO DE MANDADO DE PRISÃO,,Nova Mamoré,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Via pública,,"-10,4031909","-65,3348014",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3349700848,BO,24/07/2026,20:56:39,PA,"ART. 243 DO ECA - VENDER, FORNECER, SERVIR, MINISTRAR OU ENTREGAR BEBIDA ALCOÓLICA A CRIANÇA OU ADOLESCENTE",,Machadinho D'Oeste,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Estabelecimento comercial,,"-9,4294469","-61,9959041",,Brasileira,0, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3378000081,BO,23/07/2026,23:13:15,BO,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,SERINGUEIRAS,RO,0,1,"52,5",0,0,"52,5",0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,75851","-62,831625",,Brasileira," R$  407.500,00 ", R$  -   ," R$  145.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3286201027,COP,23/07/2026,12:21:10,COP,ENCONTRO/RECUPERACAO DE VEICULO FURTADO / ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO (ART. 311 CP),,GUAJARA-MIRIM,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via publica,,"-10,7930111","-65,3476482",,Internacional," R$  95.000,00 ", R$  -   ," R$  95.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3381100049,PA,23/07/2026,18:17:49,PA,RECAPTURA DE FORAGIDO / ESTUPRO (CP ART. 213) / ESTUPRO DE VULNERÁVEL (CP ART. 217-A) / SUBMETER CRIANÇA OU ADOLESCENTE A VEXAME OU CONSTRANGIMENTO (ECA ART. 232),,Vale do Anari,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,0,0,Terrestre,Zona rural,,"-9,949888","-62,137212",,Brasileira,0, R$  -   , R$  -   , R$  -   ,Brasil Contra o Crime Organizado Fronteira e Divisas
3374900092,BO/PA,22/07/2026,23:46:06,PA,DESCAMINHO (ART. 334 CP),,SAO MIGUEL DO GUAPORE,RO,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,4199,"R$ 1.300,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-11,8461405","-62,755185",,Internacional," R$  253.879,00 "," R$  162.579,00 "," R$  90.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3297101407,BO/PA,22/07/2026,9:56:58,PA,"FURTO QUALIFICADO DE VEICULO AUTOMOTOR PARA TRANSPORTE AO EXTERIOR (ART. 155, PAR. 5, CP) / ASSOCIACAO CRIMINOSA (ART. 288 CP) / ADULTERACAO DE SINAL IDENTIFICADOR DE VEICULO (ART. 311 CP) / RECUPERACAO DE VEICULO",,COSTA MARQUES,RO,2,0,0,0,0,0,0,0,0,,0,0,2,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-12,1403179","-64,1898208",,Internacional," R$  27.000,00 ", R$  -   ," R$  27.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3327100468,Apoio,22/07/2026,12:11:38,Apoio,"APOIO AOS ORGAOS DE SEGURANCA PUBLICA (TRAFICO DE DROGAS - LEI 11.343/06, ART. 33)",,CACOAL,RO,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,44545","-61,4450948",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3306700091,BO/PA,20/07/2026,23:41:20,PA,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,SAO FRANCISCO DO GUAPORE,RO,1,0,"30,1",0,0,"30,1",0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via publica,,"-12,0598673","-63,5689978",,Brasileira," R$  162.500,00 ", R$  -   ," R$  12.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3283700734,TCO,19/07/2026,22:22:39,Termo Circunstanciado,"TRANSPORTE IRREGULAR DE MADEIRA (LEI 9.605/98, ART. 46, PAR. UNICO)",,PORTO VELHO,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","26,1729",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Rodovia,,"-9,69988","-65,36885",,Brasileira," R$  67.668,35 ", R$  -   ," R$  28.409,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3381000054,BO,19/07/2026,20:25:51,PA,RECAPTURA DE FORAGIDO / CUMPRIMENTO DE MANDADO DE PRISAO,,ARIQUEMES,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Via publica,,"-9,436201","-62,00118",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3383700734,TCO,19/07/2026,22:22:39,TCO,"TRANSPORTE DE MADEIRA EM DESACORDO COM A LICENCA OBTIDA (LEI 9.605/98, ART. 46, PARAGRAFO UNICO)",,PORTO VELHO,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","26,1729",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,69988","-65,36885",,Brasileira," R$  89.259,35 ", R$  -   ," R$  50.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3295701544,BO/PA,18/07/2026,19:56:12,PA,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,URUPA,RO,2,0,"0,4712","0,017",0,"0,0492","0,405",0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 540,00",Terrestre,Residencia,,"-11,135604","-62,368191",,Brasileira," R$  6.111,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3284500882,BO/PA,18/07/2026,17:54:33,PA,CUMPRIMENTO DE MANDADO DE PRISAO,,PORTO VELHO,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,285388","-64,547921",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3302200130,Apoio,18/07/2026,1:45:41,Apoio,APOIO AOS ORGAOS DE SEGURANCA PUBLICA (ESCOLTA DE ENTORPECENTES - TRAFICO DE DROGAS),,JI-PARANA,RO,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-10,8655478","-61,9585268",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3378000078,BO/PA,17/07/2026,17:38:27,PA,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO (LEI 10.826/03, ART. 14)",,CACOAL,RO,2,0,0,0,0,0,0,0,0,,2,14,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-12,0177914","-61,9930602",,Brasileira," R$  11.000,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3284500881,TCO,17/07/2026,21:29:41,Termo Circunstanciado,DIRECAO PERIGOSA / DIRIGIR SEM HABILITACAO (ARTS. 309 E 311 CTB),,PORTO VELHO,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Via publica,,"-9,258167","-64,401694",,Brasileira," R$  6.346,00 ", R$  -   ," R$  6.346,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3262100493,BO/PA,16/07/2026,9:55:25,PA,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO (LEI 10.826/03, ART. 14) / TRANSPORTE IRREGULAR DE PRODUTO PERIGOSO (LEI 9.605/98, ART. 56) / PERIGO PARA A VIDA OU SAUDE DE OUTREM (ART. 132 CP)",,PIMENTEIRAS DO OESTE,RO,2,0,0,0,0,0,0,0,0,,1,12,1,0,23000,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Zona rural,,"-13,487942","-61,012303",,Internacional," R$  581.900,00 ", R$  -   ," R$  420.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3343900266,BO,15/07/2026,10:07:22,PA,TRAFICO DE DROGAS / POSSE ILEGAL DE ARMA DE FOGO E MUNICAO,,VALE DO ANARI,RO,2,0,"0,3347",0,0,"0,277","0,0577",0,0,,2,14,0,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ 44,000",Terrestre,Residencia,,"-9,8665548","-62,1773355",,Brasileira," R$  13.006,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3272901250,BO,14/07/2026,15:26:08,PA,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO (LEI 10.826/03, ART. 14)",,PORTO VELHO,RO,1,0,0,0,0,0,0,0,0,,1,5,1,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Via publica,,"-9,7613672","-66,6170572",,Brasileira," R$  26.886,00 ", R$  -   ," R$  21.386,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3283501456,BO,14/07/2026,18:00:19,PA,CUMPRIMENTO DE MANDADO DE PRISAO,,PORTO VELHO,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Via publica,,"-8,7729856","-63,8391985",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3343900265,BO,13/07/2026,10:20:20,PA,ROUBO / RECEPTACAO / POSSE ILEGAL DE ARMA E MUNICAO / CUMPRIMENTO DE MANDADO DE PRISAO,,MACHADINHO D'OESTE,RO,1,0,0,0,0,0,0,0,0,,1,8,1,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Residencia,,"-9,1212776","-61,9835894",,Brasileira," R$  26.886,00 ", R$  -   ," R$  21.386,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3330201024,BO/PA,13/07/2026,9:21:18,PA,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO (LEI 10.826/03, ART. 14)",,SANTA LUZIA D'OESTE,RO,1,0,0,0,0,0,0,0,0,,1,2,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,906618","-61,54893",,Brasileira," R$  5.500,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
